,Localitate,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica,Siruta,Judet,Populatie
2329,Capalna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28139,bh,1482
2330,Veresti,22612.0,0.0,0.0,0.0,0.0,104326.0,0.0,0.0,0.0,151022,sv,7428
2331,Municipiul Orsova,158822.0,0.0,594833.0,0.0,0.0,51264822.0,0.0,0.0,0.0,110063,mh,12939
2332,Varias,0.0,0.0,779531.0,0.0,0.0,0.0,0.0,0.0,0.0,159213,tm,6376
2333,Domasnea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52721,cs,1309
2334,Plescuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11762,ar,1161
2335,Zavoaia,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44532,br,3219
2336,Posesti,0.0,53820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134648,ph,3985
2337,Samsud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142854,sj,1834
2338,Oras Miercurea Nirajului,7247889.0,1434951.0,690051.0,0.0,0.0,0.0,0.0,1107788.0,0.0,118281,ms,6106
2339,Ciolpani,406263.0,1929446.0,0.0,0.0,0.0,9967200.0,0.0,0.0,0.0,101902,if,5123
2340,Cazasu,0.0,1446683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44560,br,3427
2341,Tulucesti,4958431.0,0.0,0.0,0.0,0.0,0.0,0.0,54071.0,0.0,77331,gl,7734
2342,Grindu,16995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93717,il,2109
2343,Grindu,16995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160458,tl,1410
2344,Grindu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93717,il,2109
2345,Grindu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160458,tl,1410
2346,Braesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36373,bt,2116
2347,Braesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45539,bz,2472
2348,Braesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96058,is,3213
2349,Braesti,562.0,0.0,77463.0,0.0,0.0,0.0,0.0,0.0,0.0,36373,bt,2116
2350,Braesti,562.0,0.0,77463.0,0.0,0.0,0.0,0.0,0.0,0.0,45539,bz,2472
2351,Braesti,562.0,0.0,77463.0,0.0,0.0,0.0,0.0,0.0,0.0,96058,is,3213
2352,Braesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36373,bt,2116
2353,Braesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45539,bz,2472
2354,Braesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96058,is,3213
2355,Ezeris,1115320.0,0.0,0.0,0.0,0.0,4317973.0,0.0,0.0,0.0,52758,cs,1304
2356,Sarmas,297825.0,7657.0,29000590.0,0.0,0.0,0.0,0.0,90862.0,0.0,85528,hr,3996
2357,Victor Vlad Delamarina,1008763.0,0.0,11175.0,0.0,0.0,0.0,0.0,0.0,0.0,159259,tm,2841
2358,Carpinet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70250.0,0.0,28193,bh,1835
2359,Sarmasag,62659230.0,2069765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142881,sj,6666
2360,Oras Strehaia,490021.0,0.0,14279.0,0.0,0.0,0.0,0.0,29600.0,0.0,110116,mh,11405
2361,Cungrea,0.0,0.0,0.0,0.0,0.0,215274.0,0.0,0.0,0.0,126503,ot,1965
2362,Vicovu De Jos,0.0,12179127.0,72853.0,0.0,0.0,0.0,0.0,0.0,0.0,151077,sv,6522
2363,Farliug,15085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52785,cs,1739
2364,Municipiul Ramnicu Valcea,1177296059.0,153546087.0,134332716.0,944901043.0,3388652.0,23809671.0,258306.0,10436636.0,433192308.0,167473,vl,118832
2365,Campuri,194953.0,0.0,2463286.0,0.0,0.0,0.0,0.0,0.0,0.0,175670,vn,3828
2366,Oras Vicovu De Sus,6133311.0,83864998.0,13260423.0,0.0,0.0,0.0,0.0,100380.0,0.0,151095,sv,16176
2367,Tepu,3051192.0,0.0,0.0,435996.0,0.0,0.0,3000.0,0.0,0.0,77377,gl,2539
2368,Savarsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11842,ar,2925
2369,Ciorogarla,589109.0,630946.0,0.0,48045.0,0.0,0.0,0.0,0.0,0.0,101957,if,5819
2370,Broscauti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36426,bt,3497
2371,Aliman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61005,ct,2888
2372,Raca,0.0,0.0,439247.0,0.0,0.0,0.0,0.0,0.0,0.0,20048,ag,1128
2373,Volovat,296554.0,85456.0,5339475.0,0.0,0.0,0.0,0.0,0.0,0.0,151120,sv,5711
2374,Cefa,5733635.0,3839500.0,629319.0,0.0,0.0,7818026.0,0.0,0.0,0.0,28246,bh,2365
2375,Umbraresti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77402,gl,7302
2376,Bughea De Sus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20063,ag,3002
2377,Clejani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101984,gr,3573
2378,Predeal-Sarari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134755,ph,2319
2379,Mihesu De Campie,74914.0,0.0,20546.0,0.0,0.0,0.0,0.0,0.0,0.0,118370,ms,2501
2380,Oras Bucecea,821705.0,0.0,12701.0,0.0,0.0,0.0,0.0,0.0,0.0,36453,bt,5418
2381,Voiteg,291038.0,0.0,6133205.0,0.0,0.0,0.0,200271.0,0.0,0.0,159339,tm,2391
2382,Valcau De Jos,0.0,0.0,826156.0,0.0,0.0,0.0,0.0,0.0,0.0,142952,sj,3238
2383,Jegalia,14859.0,0.0,0.0,0.0,0.0,0.0,0.0,62767.0,0.0,93815,cl,4294
2384,Carligele,524535.0,0.0,0.0,0.0,0.0,0.0,0.0,160569.0,0.0,175732,vn,2961
2385,Forotic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52856,cs,1784
2386,Daneasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126585,ot,3666
2387,Siculeni,10757966.0,0.0,210494.0,0.0,0.0,1566930.0,0.0,0.0,0.0,85626,hr,2866
2388,Vacaresti,1933839.0,1186306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69250,db,5214
2389,Birda,0.0,0.0,179929.0,0.0,0.0,0.0,0.0,0.0,0.0,159366,tm,2065
2390,Oras Baneasa,2361012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61069,ct,5836
2391,Checea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159375,tm,2131
2392,Clinceni,385025741.0,2471973.0,15750622.0,0.0,0.0,180767.0,670647.0,310515.0,0.0,102035,if,6411
2393,Calarasi,2301783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36499,bt,3621
2394,Calarasi,2301783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56425,cj,2440
2395,Calarasi,2301783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71607,dj,5900
2396,Calarasi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36499,bt,3621
2397,Calarasi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56425,cj,2440
2398,Calarasi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71607,dj,5900
2399,Calarasi,57848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36499,bt,3621
2400,Calarasi,57848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56425,cj,2440
2401,Calarasi,57848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71607,dj,5900
2402,Oras Vanju Mare,7214899.0,2840167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110232,mh,5884
2403,Lehliu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93851,cl,2592
2404,Dudestii Noi,302005.0,61150.0,6138868.0,0.0,0.0,0.0,0.0,0.0,0.0,159384,tm,3304
2405,Valea Marului,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77475,gl,3688
2406,Fibis,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159393,tm,1659
2407,Secusigiu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11940,ar,6216
2408,Corbita,0.0,0.0,51595.0,0.0,0.0,0.0,0.0,0.0,0.0,175787,vn,1824
2409,Ghilad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159400,tm,2049
2410,Garnic,83151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52909,cs,1447
2411,Ceica,0.0,828443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28335,bh,3545
2412,Varsolt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143021,sj,2301
2413,Cenade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3761,ab,983
2414,Sancraieni,100145972.0,0.0,2268736.0,0.0,0.0,0.0,0.0,0.0,0.0,85680,hr,2619
2415,Concesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767339.0,0.0,36532,bt,1891
2416,Valeni-Dambovita,659240.0,0.0,247182.0,0.0,0.0,0.0,0.0,0.0,0.0,69303,db,2614
2417,Colibasi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102071,gr,3264
2418,Deveselu,0.0,0.0,15100.0,276198.0,0.0,0.0,0.0,0.0,0.0,126647,ot,3212
2419,Gottlob,0.0,0.0,2742.0,0.0,0.0,0.0,0.0,0.0,0.0,159419,tm,2647
2420,Oras Lehliu Gara,62770354.0,1459335.0,34005.0,0.0,0.0,1247165.0,0.0,0.0,0.0,93888,cl,6711
2421,Castelu,51910.0,0.0,0.0,0.0,0.0,0.0,0.0,106044.0,0.0,61121,ct,5422
2422,Varlezi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77509,gl,2062
2423,Nades,0.0,0.0,0.0,0.0,0.0,2146140.0,0.0,0.0,0.0,118469,ms,2997
2424,Iecea Mare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159428,tm,2693
2425,Provita De Jos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134853,ph,2277
2426,Glimboca,0.0,0.0,101283.0,0.0,0.0,0.0,0.0,0.0,0.0,52936,cs,1873
2427,Zamostea,0.0,0.0,8861.0,0.0,0.0,0.0,0.0,0.0,0.0,151246,sv,3111
2428,Parta,1404280.0,0.0,137521.0,0.0,0.0,451123500.0,0.0,0.0,0.0,159437,tm,2327
2429,Visina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69330,db,4007
2430,Visina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129898,ot,2866
2431,Visina,37869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69330,db,4007
2432,Visina,37869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129898,ot,2866
2433,Dobretu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126674,ot,1252
2434,Copalau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36569,bt,4383
2435,Zalha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143067,sj,909
2436,Goruia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52954,cs,791
2437,Seleus,0.0,0.0,698283.0,0.0,0.0,0.0,0.0,0.0,0.0,11995,ar,2987
2438,Comana,73090085.0,19515.0,8676.0,0.0,0.0,0.0,0.0,0.0,0.0,40857,bv,3073
2439,Comana,73090085.0,19515.0,8676.0,0.0,0.0,0.0,0.0,0.0,0.0,61452,ct,2019
2440,Comana,73090085.0,19515.0,8676.0,0.0,0.0,0.0,0.0,0.0,0.0,102106,gr,6785
2441,Comana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40857,bv,3073
2442,Comana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61452,ct,2019
2443,Comana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102106,gr,6785
2444,Comana,0.0,0.0,142692.0,0.0,0.0,0.0,0.0,0.0,0.0,40857,bv,3073
2445,Comana,0.0,0.0,142692.0,0.0,0.0,0.0,0.0,0.0,0.0,61452,ct,2019
2446,Comana,0.0,0.0,142692.0,0.0,0.0,0.0,0.0,0.0,0.0,102106,gr,6785
2447,Oras Baile Govora,477128.0,6484.0,855147.0,0.0,0.0,0.0,0.0,0.0,0.0,167641,vl,2868
2448,Cergau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3805,ab,1628
2449,Saravale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159455,tm,2952
2450,Lupsanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93931,cl,3198
2451,Sandra,856412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159464,tm,3093
2452,Neaua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118511,ms,1416
2453,Cerchezu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61167,ct,1436
2454,Provita De Sus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186487.0,0.0,134899,ph,2021
2455,Tomnatic,0.0,0.0,3404976.0,0.0,0.0,0.0,0.0,0.0,0.0,159473,tm,3786
2456,Radesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547,ab,1327
2457,Radesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77561,gl,1572
2458,Radesti,0.0,0.0,386629.0,0.0,0.0,0.0,0.0,0.0,0.0,6547,ab,1327
2459,Radesti,0.0,0.0,386629.0,0.0,0.0,0.0,0.0,0.0,0.0,77561,gl,1572
2460,Valcani,74345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159482,tm,1393
2461,Gradinari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52990,cs,2058
2462,Gradinari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103407,gr,3275
2463,Gradinari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127171,ot,2463
2464,Gradinari,0.0,0.0,0.0,975.0,0.0,0.0,0.0,0.0,0.0,52990,cs,2058
2465,Gradinari,0.0,0.0,0.0,975.0,0.0,0.0,0.0,0.0,0.0,103407,gr,3275
2466,Gradinari,0.0,0.0,0.0,975.0,0.0,0.0,0.0,0.0,0.0,127171,ot,2463
2467,Gradinari,0.0,0.0,1319258.0,0.0,0.0,0.0,0.0,0.0,0.0,52990,cs,2058
2468,Gradinari,0.0,0.0,1319258.0,0.0,0.0,0.0,0.0,0.0,0.0,103407,gr,3275
2469,Gradinari,0.0,0.0,1319258.0,0.0,0.0,0.0,0.0,0.0,0.0,127171,ot,2463
2470,Cetariu,0.0,490372.0,4252271.0,0.0,0.0,0.0,0.0,0.0,0.0,28415,bh,2168
2471,Dobrosloveni,69716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126718,ot,3757
2472,Ceru-Bacainti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3841,ab,257
2473,Sandominic,1001277.0,0.0,2224572.0,0.0,0.0,0.0,0.0,0.0,0.0,85760,hr,6363
2474,Semlac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12037,ar,4236
2475,Negrilesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77579,gl,2561
2476,Negrilesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178885,vn,1678
2477,Negrilesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179659,bn,2471
2478,Negrilesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77579,gl,2561
2479,Negrilesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178885,vn,1678
2480,Negrilesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179659,bn,2471
2481,Negrilesti,0.0,0.0,6694.0,0.0,0.0,0.0,0.0,0.0,0.0,77579,gl,2561
2482,Negrilesti,0.0,0.0,6694.0,0.0,0.0,0.0,0.0,0.0,0.0,178885,vn,1678
2483,Negrilesti,0.0,0.0,6694.0,0.0,0.0,0.0,0.0,0.0,0.0,179659,bn,2471
2484,Cotesti,5748944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175885,vn,4868
2485,Corbeanca,7033817.0,15851465.0,310732.0,0.0,0.0,9288615.0,0.0,1418525.0,0.0,102160,if,6642
2486,Pesac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159507,tm,2289
2487,Municipiul Buzau,2273690031.0,333582794.0,37581137.0,347571511.0,508578651.0,353293345.0,616543.0,11220901.0,139467394.0,44818,bz,135662
2488,Oras Baile Olanesti,1068867.0,91433.0,0.0,355874.0,0.0,0.0,0.0,22585.0,0.0,167696,vl,4563
2489,Visinesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69394,db,1889
2490,Sintea Mare,0.0,1207894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12055,ar,3844
2491,Chirnogeni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34759008.0,61210,ct,3403
2492,Puchenii Mari,2119254.0,0.0,599660.0,0.0,0.0,230018.0,0.0,155923.0,0.0,134942,ph,8425
2493,Bucovat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69964,dj,4160
2494,Bucovat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159516,tm,1719
2495,Bucovat,390159.0,2435042.0,121.0,0.0,0.0,0.0,0.0,40000.0,0.0,69964,dj,4160
2496,Bucovat,390159.0,2435042.0,121.0,0.0,0.0,0.0,0.0,40000.0,0.0,159516,tm,1719
2497,Iablanita,0.0,0.0,3284451.0,0.0,0.0,0.0,0.0,0.0,0.0,53023,cs,2144
2498,Suhurlui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77601,gl,1431
2499,Otelec,138590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159525,tm,1854
2500,Cordareni,0.0,0.0,19785.0,0.0,0.0,0.0,0.0,0.0,0.0,36649,bt,1851
2501,Zimbor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143147,sj,1004
2502,Mihail Kogalniceanu,1622118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62191,ct,10302
2503,Mihail Kogalniceanu,1622118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93995,il,3280
2504,Mihail Kogalniceanu,1622118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160877,tl,3287
2505,Mihail Kogalniceanu,3574949.0,27936.0,170939.0,872159.0,0.0,0.0,0.0,1800.0,0.0,62191,ct,10302
2506,Mihail Kogalniceanu,3574949.0,27936.0,170939.0,872159.0,0.0,0.0,0.0,1800.0,0.0,93995,il,3280
2507,Mihail Kogalniceanu,3574949.0,27936.0,170939.0,872159.0,0.0,0.0,0.0,1800.0,0.0,160877,tl,3287
2508,Mihail Kogalniceanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14805.0,62191,ct,10302
2509,Mihail Kogalniceanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14805.0,93995,il,3280
2510,Mihail Kogalniceanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14805.0,160877,tl,3287
2511,Municipiul Ramnicu Sarat,91839728.0,62395222.0,5817412.0,0.0,4630534.0,18397345.0,0.0,1092941.0,92769927.0,44845,bz,40853
2512,Ogra,0.0,593267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118575,ms,2630
2513,Zvoristea,2702015.0,0.0,0.0,0.0,0.0,0.0,0.0,192845.0,0.0,151344,sv,6130
2514,Dobroteasa,8775985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126772,ot,1608
2515,Oras Santana,6256195.0,191755.0,2816626.0,0.0,0.0,0.0,0.0,213700.0,0.0,12091,ar,15636
2516,Amaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44863,bz,2418
2517,Corlateni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36676,bt,2194
2518,Cornetu,5792314.0,97181.0,3048115.0,19129.0,0.0,0.0,0.0,397259.0,0.0,102213,if,5826
2519,Varfuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69447,db,1891
2520,Ciobanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61256,ct,3530
2521,Municipiul Bacau,714130776.0,342702816.0,107930928.0,19877033.0,388596.0,313217090.0,67246972.0,28843223.0,47052324.0,20297,bc,197362
2522,Lapusnicel,104878.0,0.0,438711.0,0.0,0.0,0.0,0.0,0.0,0.0,53069,cs,993
2523,Cherechiu,1193545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28497,bh,2489
2524,Sansimion,1450901.0,0.0,3130724.0,0.0,0.0,0.0,0.0,0.0,0.0,85840,hr,3637
2525,Hemeius,92798.0,3669259.0,1477655.0,0.0,0.0,56521522.0,0.0,0.0,0.0,20313,bc,5512
2526,Milosesti,1377.0,4960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94045,il,2671
2527,Socodor,4589545.0,0.0,0.0,0.0,0.0,0.0,0.0,21689545.0,0.0,12126,ar,2277
2528,Cosereni,5008089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102240,il,4561
2529,Dobrun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126825,ot,1495
2530,Papiu Ilarian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118637,ms,894
2531,Dumitresti,410180.0,0.0,2279153.0,0.0,0.0,0.0,0.0,354388.0,0.0,175983,vn,4667
2532,Rafov,505403.0,27151.0,606989.0,0.0,0.0,0.0,0.0,0.0,0.0,135020,ph,5396
2533,Lapusnicu Mare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53103,cs,1695
2534,Sagu,0.0,1369820.0,49629.0,0.0,0.0,0.0,0.0,1561175.0,0.0,12144,ar,4159
2535,Oras Brezoi,66038.0,112901.0,2617792.0,0.0,0.0,0.0,0.0,54164.0,0.0,167794,vl,7214
2536,Chislaz,0.0,3829252.0,0.0,0.0,0.0,0.0,0.0,355404.0,0.0,28530,bh,3173
2537,Subcetate,0.0,0.0,8960065.0,0.0,0.0,0.0,0.0,0.0,0.0,85877,hr,1874
2538,Cetatea De Balta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3958,ab,3175
2539,Balta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110456,mh,1038
2540,Municipiul Tulcea,146169276.0,75443090.0,2285474.0,80200.0,556023418.0,689278179.0,474058.0,14357592.0,40218275.0,159614,tl,89747
2541,Movila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94081,il,1995
2542,Balta Alba,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44934,bz,2488
2543,Cobadin,1879608.0,0.0,232589.0,0.0,0.0,0.0,0.0,63387.0,0.0,61318,ct,9499
2544,Letea Veche,1200851.0,0.0,81698.0,0.0,0.0,6623881.0,0.0,102917.0,0.0,20359,bc,6903
2545,Luncavita,0.0,63620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53130,cs,2441
2546,Luncavita,0.0,63620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160680,tl,4321
2547,Luncavita,0.0,0.0,0.0,0.0,0.0,18516.0,0.0,97225.0,0.0,53130,cs,2441
2548,Luncavita,0.0,0.0,0.0,0.0,0.0,18516.0,0.0,97225.0,0.0,160680,tl,4321
2549,Comanesti,0.0,0.0,4426753.0,0.0,0.0,0.0,0.0,0.0,0.0,151433,sv,2377
2550,Crevedia,64039.0,85317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102286,db,5823
2551,Iaslovat,1934257.0,0.0,0.0,0.0,0.0,0.0,0.0,203518.0,0.0,151442,sv,4420
2552,Munteni-Buzau,37960.0,486485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94107,il,3510
2553,Oras Babadag,1943477.0,0.0,976858.0,0.0,0.0,9663.0,0.0,3783861.0,0.0,159650,tl,10656
2554,Panet,29856183.0,0.0,0.0,0.0,0.0,0.0,0.0,337592.0,0.0,118691,ms,6114
2555,Serbauti,78636.0,0.0,0.0,17151.0,0.0,0.0,0.0,0.0,0.0,151460,sv,3272
2556,Ciuruleasa,0.0,0.0,781759.0,0.0,0.0,0.0,0.0,165125.0,0.0,4008,ab,1198
2557,Alexandru Odobescu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94125,cl,2736
2558,Seitin,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,12206,ar,3091
2559,Lupac,22183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53167,cs,2664
2560,Horodnic De Sus,817208.0,0.0,7414589.0,0.0,0.0,0.0,0.0,0.0,0.0,151479,sv,5247
2561,Fagetelu,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126905,ot,863
2562,Magura,2237417.0,959266.0,1055816.0,43842499.0,0.0,0.0,0.0,3724830.0,0.0,20411,bc,5105
2563,Magura,2237417.0,959266.0,1055816.0,43842499.0,0.0,0.0,0.0,3724830.0,0.0,47337,bz,2153
2564,Magura,2237417.0,959266.0,1055816.0,43842499.0,0.0,0.0,0.0,3724830.0,0.0,153240,tr,2686
2565,Magura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20411,bc,5105
2566,Magura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47337,bz,2153
2567,Magura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153240,tr,2686
2568,Magura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20411,bc,5105
2569,Magura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47337,bz,2153
2570,Magura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153240,tr,2686
2571,Cogealac,72836511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61372,ct,5598
2572,Balaceanu,25462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44989,bz,1641
2573,Sepreus,0.0,321547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224,ar,2907
2574,Ciuhoi,19840.0,613253.0,932533.0,0.0,0.0,0.0,0.0,31915.0,0.0,28610,bh,2276
