,Localitate,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica,Siruta,Judet,Populatie
824,Ghindeni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74915,dj,1814
825,Marisel,122672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58534,cj,1571
826,Mozaceni,4125365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17575,ag,2142
827,Romani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124073,nt,4306
828,Comisani,42000.0,0.0,61444.0,324940.0,0.0,0.0,0.0,0.0,0.0,66731,db,5185
829,Intorsura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74923,dj,1492
830,Ungra,0.0,0.0,16300.0,0.0,0.0,0.0,0.0,0.0,0.0,42156,bv,2284
831,Stoenesti,1458341.0,89595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18858,ag,4580
832,Stoenesti,1458341.0,89595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105348,gr,1993
833,Stoenesti,1458341.0,89595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129095,ot,2318
834,Stoenesti,1458341.0,89595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173230,vl,3479
835,Stoenesti,0.0,401124.0,9386468.0,0.0,0.0,0.0,0.0,0.0,0.0,18858,ag,4580
836,Stoenesti,0.0,401124.0,9386468.0,0.0,0.0,0.0,0.0,0.0,0.0,105348,gr,1993
837,Stoenesti,0.0,401124.0,9386468.0,0.0,0.0,0.0,0.0,0.0,0.0,129095,ot,2318
838,Stoenesti,0.0,401124.0,9386468.0,0.0,0.0,0.0,0.0,0.0,0.0,173230,vl,3479
839,Stoenesti,0.0,0.0,91438.0,0.0,0.0,0.0,0.0,0.0,0.0,18858,ag,4580
840,Stoenesti,0.0,0.0,91438.0,0.0,0.0,0.0,0.0,0.0,0.0,105348,gr,1993
841,Stoenesti,0.0,0.0,91438.0,0.0,0.0,0.0,0.0,0.0,0.0,129095,ot,2318
842,Stoenesti,0.0,0.0,91438.0,0.0,0.0,0.0,0.0,0.0,0.0,173230,vl,3479
843,Stoenesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18858,ag,4580
844,Stoenesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105348,gr,1993
845,Stoenesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129095,ot,2318
846,Stoenesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173230,vl,3479
847,Baltesti,1099263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132271,ph,3789
848,Plesoi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74931,dj,1343
849,Vladimirescu,900159.0,3710123.0,2893394.0,7048.0,0.0,4188344.0,0.0,52300.0,7671325.0,9397,ar,12982
850,Mintiu Gherlii,564266.0,0.0,57708.0,0.0,0.0,0.0,0.0,66236.0,0.0,58552,cj,3831
851,Brancovenesti,124780.0,1611190.0,60088.0,0.0,0.0,0.0,0.0,0.0,0.0,115897,ms,4010
852,Fratautii Noi,660417.0,0.0,159055.0,0.0,0.0,0.0,0.0,2949807.0,0.0,148667,sv,5885
853,Municipiul Odorheiu Secuiesc,22885640.0,309992536.0,207568968.0,234968.0,20040273.0,18778984.0,0.0,49150107.0,161745229.0,83133,hr,38590
854,Municipiul Aiud,6961818.0,42477373.0,100185262.0,5806866.0,5975602.0,4656510.0,49646.0,34943604.0,0.0,1213,ab,26318
855,Carastelec,1136932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140477,sj,1061
856,Campulung La Tisa,111915.0,0.0,21589642.0,0.0,0.0,0.0,0.0,487636.0,0.0,107715,mm,2510
857,Soimus,0.0,136626.0,559942.0,0.0,0.0,0.0,0.0,1854825.0,0.0,91330,hd,3500
858,Rojiste,0.0,0.0,439960.0,0.0,0.0,0.0,0.0,0.0,0.0,74949,dj,2441
859,Nimigea,5773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33989,bn,5421
860,Vama Buzaului,14419813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42183,bv,3547
861,Talpas,119461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74956,dj,1259
862,Bradesti,4626801.0,14041399.0,3881915.0,0.0,0.0,0.0,0.0,32499.0,0.0,71055,dj,4498
863,Bradesti,4626801.0,14041399.0,3881915.0,0.0,0.0,0.0,0.0,32499.0,0.0,83151,hr,2023
864,Bradesti,7560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71055,dj,4498
865,Bradesti,7560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83151,hr,2023
866,Oltenesti,3118583.0,0.0,234092.0,0.0,0.0,0.0,0.0,0.0,0.0,165069,vs,2713
867,Contesti,64789.0,0.0,118706.0,0.0,0.0,0.0,0.0,0.0,0.0,66768,db,4326
868,Contesti,64789.0,0.0,118706.0,0.0,0.0,0.0,0.0,0.0,0.0,152564,tr,3217
869,Contesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66768,db,4326
870,Contesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152564,tr,3217
871,Todiresti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99539,is,5334
872,Todiresti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150524,sv,5370
873,Todiresti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166413,vs,3357
874,Todiresti,0.0,0.0,2295443.0,0.0,0.0,0.0,0.0,0.0,0.0,99539,is,5334
875,Todiresti,0.0,0.0,2295443.0,0.0,0.0,0.0,0.0,0.0,0.0,150524,sv,5370
876,Todiresti,0.0,0.0,2295443.0,0.0,0.0,0.0,0.0,0.0,0.0,166413,vs,3357
877,Todiresti,23566.0,0.0,262574.0,0.0,0.0,0.0,0.0,0.0,0.0,99539,is,5334
878,Todiresti,23566.0,0.0,262574.0,0.0,0.0,0.0,0.0,0.0,0.0,150524,sv,5370
879,Todiresti,23566.0,0.0,262574.0,0.0,0.0,0.0,0.0,0.0,0.0,166413,vs,3357
880,Musatesti,0.0,0.0,4042859.0,0.0,0.0,0.0,0.0,0.0,0.0,17619,ag,3684
881,Copalnic-Manastur,220750.0,0.0,1119187.0,0.0,0.0,0.0,0.0,81745.0,0.0,107733,mm,5663
882,Oras Roznov,0.0,309582.0,3645122.0,0.0,0.0,0.0,0.0,14832.0,0.0,124117,nt,10327
883,Fratautii Vechi,2104437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148694,sv,5322
884,Chiesd,908060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140501,sj,2602
885,Banesti,553369.0,5701287.0,2508266.0,0.0,0.0,0.0,0.0,701943.0,0.0,132315,ph,5642
886,Valcelele,7401644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50399,bz,1494
887,Valcelele,7401644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94731,cl,1742
888,Valcelele,845950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50399,bz,1494
889,Valcelele,845950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94731,cl,1742
890,Targu Trotus,3675343.0,53862781.0,1521959.0,0.0,0.0,0.0,0.0,0.0,0.0,25825,bc,5715
891,Zarnesti,2199958.0,0.0,182660.0,0.0,0.0,0.0,0.0,0.0,0.0,50415,bz,5076
892,Oras Chisineu-Cris,4603402.0,0.0,0.0,0.0,257413515.0,273125826.0,0.0,73512.0,0.0,9459,ar,8437
893,Bertea,0.0,0.0,53115.0,0.0,0.0,0.0,0.0,0.0,0.0,132342,ph,3183
894,Ceuasu De Campie,10756357.0,1577026.0,0.0,0.0,0.0,0.0,0.0,4031979.0,0.0,115959,ms,6097
895,Sagna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124153,nt,5336
896,Frumosu,1413420.0,0.0,7709826.0,0.0,0.0,0.0,0.0,0.0,0.0,148729,sv,3496
897,Vistea,25423.0,0.0,0.0,0.0,0.0,0.0,0.0,93999.0,0.0,42236,bv,2221
898,Feliceni,0.0,141057.0,4788124.0,54613.0,0.0,108450.0,0.0,213720.0,0.0,83197,hr,3335
899,Fardea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156927,tm,1743
900,Mociu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58623,cj,3336
901,Cizer,98874.0,0.0,407359.0,0.0,0.0,0.0,0.0,0.0,0.0,140547,sj,2236
902,Traian,8302145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25861,bc,3170
903,Traian,8302145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44202,br,3388
904,Traian,8302145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129567,ot,3078
905,Traian,8302145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154736,tr,1824
906,Traian,8302145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179702,il,3247
907,Traian,0.0,5169.0,3362070.0,0.0,0.0,0.0,0.0,0.0,0.0,25861,bc,3170
908,Traian,0.0,5169.0,3362070.0,0.0,0.0,0.0,0.0,0.0,0.0,44202,br,3388
909,Traian,0.0,5169.0,3362070.0,0.0,0.0,0.0,0.0,0.0,0.0,129567,ot,3078
910,Traian,0.0,5169.0,3362070.0,0.0,0.0,0.0,0.0,0.0,0.0,154736,tr,1824
911,Traian,0.0,5169.0,3362070.0,0.0,0.0,0.0,0.0,0.0,0.0,179702,il,3247
912,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25861,bc,3170
913,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44202,br,3388
914,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129567,ot,3078
915,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154736,tr,1824
916,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179702,il,3247
917,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25861,bc,3170
918,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44202,br,3388
919,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129567,ot,3078
920,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154736,tr,1824
921,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179702,il,3247
922,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25861,bc,3170
923,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44202,br,3388
924,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129567,ot,3078
925,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154736,tr,1824
926,Traian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179702,il,3247
927,Osesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165130,vs,3444
928,Trifesti,1929643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99600,is,4010
929,Trifesti,1929643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124723,nt,5063
930,Trifesti,136517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99600,is,4010
931,Trifesti,136517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124723,nt,5063
932,Oras Curtici,61528237.0,785610736.0,769752.0,0.0,0.0,8342105.0,0.0,116120.0,0.0,9495,ar,8716
933,Boldesti-Gradistea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132379,ph,1774
934,Nuseni,488390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34075,bn,2857
935,Fundu Moldovei,177652.0,2794.0,8405534.0,0.0,0.0,0.0,0.0,0.0,0.0,148765,sv,4050
936,Coseiu,0.0,0.0,5539.0,0.0,0.0,0.0,0.0,0.0,0.0,140583,sj,1178
937,Corbii Mari,480675.0,0.0,6332742.0,14243.0,0.0,0.0,0.0,0.0,0.0,66857,db,8067
938,Ziduri,56382.0,1545025.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,50479,bz,4427
939,Sabaoani,14135891.0,79146.0,396898.0,0.0,8075362.0,0.0,0.0,0.0,0.0,124206,nt,11902
940,Tomesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86453,hr,2668
941,Tomesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91447,hd,1042
942,Tomesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95293,is,13935
943,Tomesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158895,tm,2090
944,Tomesti,323642.0,0.0,3946684.0,0.0,0.0,0.0,0.0,0.0,0.0,86453,hr,2668
945,Tomesti,323642.0,0.0,3946684.0,0.0,0.0,0.0,0.0,0.0,0.0,91447,hd,1042
946,Tomesti,323642.0,0.0,3946684.0,0.0,0.0,0.0,0.0,0.0,0.0,95293,is,13935
947,Tomesti,323642.0,0.0,3946684.0,0.0,0.0,0.0,0.0,0.0,0.0,158895,tm,2090
948,Tomesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86453,hr,2668
949,Tomesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91447,hd,1042
950,Tomesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95293,is,13935
951,Tomesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158895,tm,2090
952,Tomesti,4681130.0,1356754.0,4396625.0,0.0,47000.0,0.0,0.0,1652562.0,0.0,86453,hr,2668
953,Tomesti,4681130.0,1356754.0,4396625.0,0.0,47000.0,0.0,0.0,1652562.0,0.0,91447,hd,1042
954,Tomesti,4681130.0,1356754.0,4396625.0,0.0,47000.0,0.0,0.0,1652562.0,0.0,95293,is,13935
955,Tomesti,4681130.0,1356754.0,4396625.0,0.0,47000.0,0.0,0.0,1652562.0,0.0,158895,tm,2090
956,Brebu,393113.0,896395.0,2330316.0,0.0,0.0,0.0,0.0,0.0,0.0,51626,cs,1155
957,Brebu,393113.0,896395.0,2330316.0,0.0,0.0,0.0,0.0,0.0,0.0,132404,ph,7156
958,Brebu,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,1026990.0,0.0,51626,cs,1155
959,Brebu,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,1026990.0,0.0,132404,ph,7156
960,Stoilesti,10793.0,0.0,0.0,0.0,0.0,0.0,0.0,39329.0,23650.0,173374,vl,3821
961,Negrasi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17726,ag,2047
962,Oras Ineu,2394322.0,18352727.0,0.0,0.0,0.0,0.0,0.0,54411.0,0.0,9538,ar,9581
963,Voila,0.0,569830.0,8556241.0,0.0,0.0,0.0,0.0,0.0,0.0,42307,bv,3152
964,Padureni,0.0,184351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159446,tm,1733
965,Padureni,0.0,184351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165185,vs,4071
966,Padureni,3624973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159446,tm,1733
967,Padureni,3624973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165185,vs,4071
968,Municipiul Blaj,38746644.0,4501309.0,19361001.0,1245421.0,0.0,490322933.0,12209604.0,2328621.0,0.0,1348,ab,20994
969,Ungureni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25932,bc,3918
970,Ungureni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39417,bt,6719
971,Ungureni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25932,bc,3918
972,Ungureni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39417,bt,6719
973,Foeni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157004,tm,1802
974,Chetani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116046,ms,2623
975,Crasna,1142383.0,8587547.0,210620.0,0.0,0.0,0.0,0.0,6047458.0,0.0,79834,gj,4897
976,Crasna,1142383.0,8587547.0,210620.0,0.0,0.0,0.0,0.0,6047458.0,0.0,140627,sj,6722
977,Crasna,181479.0,714021.0,39680.0,0.0,0.0,0.0,0.0,0.0,0.0,79834,gj,4897
978,Crasna,181479.0,714021.0,39680.0,0.0,0.0,0.0,0.0,0.0,0.0,140627,sj,6722
979,Tibana,12561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99673,is,8177
980,Municipiul Galati,952605216.0,39601744.0,21405367.0,7587385.0,3962788104.0,638809567.0,2683009.0,69408445.0,254524290.0,75098,gl,304610
981,Coroieni,254001.0,0.0,498512.0,0.0,0.0,0.0,0.0,2143973.0,0.0,107868,mm,2398
982,Moldovenesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58721,cj,3228
983,Gavojdia,0.0,0.0,1525069.0,0.0,0.0,0.0,0.0,0.0,0.0,157031,tm,2954
984,Oras Lipova,12550175.0,5340663.0,24128353.0,0.0,0.0,26426668.0,109935444.0,13782.0,0.0,9574,ar,11396
985,Calugareni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101662,gr,5587
986,Calugareni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132459,ph,1207
987,Calugareni,1005236.0,0.0,103986.0,498995.0,0.0,0.0,0.0,0.0,0.0,101662,gr,5587
988,Calugareni,1005236.0,0.0,103986.0,498995.0,0.0,0.0,0.0,0.0,0.0,132459,ph,1207
989,Nucsoara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17771,ag,1446
990,Parva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34155,bn,2594
991,Sendreni,96306.0,1658934.0,1096028.0,0.0,0.0,0.0,0.0,563468.0,0.0,75114,gl,4527
992,Unguriu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50549,bz,2303
993,Municipiul Miercurea Ciuc,112032574.0,40573417.0,25296647.0,0.0,391074.0,2481846.0,22398.0,75394698.0,24757856.0,83320,hr,42130
994,Petru Rares,0.0,0.0,1556553.0,0.0,0.0,0.0,0.0,0.0,0.0,34173,bn,3823
995,Creaca,0.0,0.0,15300.0,0.0,0.0,0.0,0.0,0.0,0.0,140672,sj,2783
996,Florica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50564,bz,1351
997,Carbunesti,0.0,0.0,439830.0,0.0,0.0,0.0,0.0,0.0,0.0,132486,ph,1741
998,Cornatelu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66955,db,1426
999,Galanesti,6021267.0,0.0,10686132.0,0.0,0.0,0.0,0.0,0.0,0.0,148872,sv,2851
1000,Toplita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91535,hd,770
1001,Vanatori,104621260.0,24325129.0,49781315.0,3194263.0,0.0,6452400.0,0.0,19644.0,0.0,75150,gl,5630
1002,Vanatori,104621260.0,24325129.0,49781315.0,3194263.0,0.0,6452400.0,0.0,19644.0,0.0,100086,is,4705
1003,Vanatori,104621260.0,24325129.0,49781315.0,3194263.0,0.0,6452400.0,0.0,19644.0,0.0,113849,mh,1922
1004,Vanatori,104621260.0,24325129.0,49781315.0,3194263.0,0.0,6452400.0,0.0,19644.0,0.0,120254,ms,4336
1005,Vanatori,104621260.0,24325129.0,49781315.0,3194263.0,0.0,6452400.0,0.0,19644.0,0.0,178607,vn,6571
1006,Vanatori,1202572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75150,gl,5630
1007,Vanatori,1202572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100086,is,4705
1008,Vanatori,1202572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113849,mh,1922
1009,Vanatori,1202572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120254,ms,4336
1010,Vanatori,1202572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178607,vn,6571
1011,Vanatori,0.0,0.0,2097818.0,0.0,0.0,5830241.0,0.0,1553142.0,0.0,75150,gl,5630
1012,Vanatori,0.0,0.0,2097818.0,0.0,0.0,5830241.0,0.0,1553142.0,0.0,100086,is,4705
1013,Vanatori,0.0,0.0,2097818.0,0.0,0.0,5830241.0,0.0,1553142.0,0.0,113849,mh,1922
1014,Vanatori,0.0,0.0,2097818.0,0.0,0.0,5830241.0,0.0,1553142.0,0.0,120254,ms,4336
1015,Vanatori,0.0,0.0,2097818.0,0.0,0.0,5830241.0,0.0,1553142.0,0.0,178607,vn,6571
1016,Vanatori,0.0,5582859.0,9684881.0,0.0,0.0,9235645.0,0.0,175877.0,0.0,75150,gl,5630
1017,Vanatori,0.0,5582859.0,9684881.0,0.0,0.0,9235645.0,0.0,175877.0,0.0,100086,is,4705
1018,Vanatori,0.0,5582859.0,9684881.0,0.0,0.0,9235645.0,0.0,175877.0,0.0,113849,mh,1922
1019,Vanatori,0.0,5582859.0,9684881.0,0.0,0.0,9235645.0,0.0,175877.0,0.0,120254,ms,4336
1020,Vanatori,0.0,5582859.0,9684881.0,0.0,0.0,9235645.0,0.0,175877.0,0.0,178607,vn,6571
1021,Vanatori,0.0,80129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75150,gl,5630
1022,Vanatori,0.0,80129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100086,is,4705
1023,Vanatori,0.0,80129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113849,mh,1922
1024,Vanatori,0.0,80129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120254,ms,4336
1025,Vanatori,0.0,80129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178607,vn,6571
1026,Cupseni,520184.0,0.0,9574.0,0.0,0.0,0.0,0.0,1122059.0,0.0,107920,mm,3489
1027,Perieni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165274,vs,3749
1028,Oras Nadlac,254397.0,0.0,258342.0,106500.0,3378207.0,6496513.0,0.0,0.0,7285415.0,9627,ar,8002
1029,Ceptura,83202393.0,191096.0,155661.0,0.0,0.0,0.0,0.0,0.0,0.0,132510,ph,4646
1030,Oras Gataia,23882989.0,0.0,6940027.0,0.0,0.0,0.0,0.0,0.0,0.0,157086,tm,6496
1031,Vulcan,0.0,0.0,5133769.0,0.0,0.0,0.0,0.0,94932.0,0.0,42398,bv,5007
1032,Chiheru De Jos,0.0,0.0,488074.0,0.0,0.0,0.0,0.0,0.0,0.0,116126,ms,1568
1033,Oarja,7204645.0,0.0,0.0,0.0,0.0,0.0,0.0,1759911.0,0.0,17824,ag,2835
1034,Palatca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58794,cj,1124
1035,Stanita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124331,nt,2191
1036,Urechesti,0.0,7092.0,0.0,0.0,0.0,0.0,0.0,2026938.0,0.0,26029,bc,3766
1037,Urechesti,0.0,7092.0,0.0,0.0,0.0,0.0,0.0,2026938.0,0.0,178279,vn,2748
1038,Urechesti,317273.0,480391.0,0.0,0.0,0.0,0.0,0.0,101992.0,0.0,26029,bc,3766
1039,Urechesti,317273.0,480391.0,0.0,0.0,0.0,0.0,0.0,101992.0,0.0,178279,vn,2748
1040,Pauleni-Ciuc,101063.0,0.0,507474.0,0.0,0.0,0.0,0.0,1561394.0,0.0,83375,hr,1922
1041,Oras Campeni,8815325.0,687772.0,7130417.0,0.0,0.0,0.0,0.0,34631277.0,0.0,1455,ab,7629
1042,Oras Pancota,28236733.0,2234705.0,0.0,0.0,0.0,0.0,0.0,871290.0,0.0,9654,ar,8126
1043,Gramesti,109859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148916,sv,2992
1044,Pietrosani,1097499.0,0.0,47240322.0,0.0,0.0,0.0,0.0,0.0,0.0,17851,ag,5670
1045,Pietrosani,1097499.0,0.0,47240322.0,0.0,0.0,0.0,0.0,0.0,0.0,153589,tr,2777
1046,Pietrosani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17851,ag,5670
1047,Pietrosani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153589,tr,2777
1048,Prundu Bargaului,0.0,0.0,6920786.0,0.0,0.0,0.0,0.0,0.0,0.0,34235,bn,6455
1049,Municipiul Tecuci,42926732.0,524626.0,2090341.0,472638.0,0.0,5351298.0,0.0,890416.0,0.0,75203,gl,45487
1050,Tibanesti,0.0,2554137.0,0.0,0.0,0.0,0.0,0.0,328974.0,0.0,99780,is,8305
1051,Desesti,6132283.0,0.0,3753719.0,0.0,0.0,0.0,0.0,0.0,0.0,107975,mm,2371
1052,Coroisanmartin,0.0,0.0,0.0,0.0,0.0,0.0,95037.0,0.0,0.0,116171,ms,1519
1053,Sinca Noua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42449,bv,1596
1054,Draganesti,1720467.0,0.0,0.0,0.0,0.0,0.0,0.0,230627.0,0.0,29243,bh,2934
1055,Draganesti,1720467.0,0.0,0.0,0.0,0.0,0.0,0.0,230627.0,0.0,75221,gl,6608
1056,Draganesti,1720467.0,0.0,0.0,0.0,0.0,0.0,0.0,230627.0,0.0,125132,nt,1557
1057,Draganesti,1720467.0,0.0,0.0,0.0,0.0,0.0,0.0,230627.0,0.0,133018,ph,4877
1058,Draganesti,54172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29243,bh,2934
1059,Draganesti,54172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75221,gl,6608
1060,Draganesti,54172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125132,nt,1557
1061,Draganesti,54172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133018,ph,4877
1062,Draganesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29243,bh,2934
1063,Draganesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75221,gl,6608
1064,Draganesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125132,nt,1557
1065,Draganesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133018,ph,4877
1066,Draganesti,366153228.0,0.0,1189352.0,0.0,0.0,0.0,0.0,1602919.0,0.0,29243,bh,2934
1067,Draganesti,366153228.0,0.0,1189352.0,0.0,0.0,0.0,0.0,1602919.0,0.0,75221,gl,6608
1068,Draganesti,366153228.0,0.0,1189352.0,0.0,0.0,0.0,0.0,1602919.0,0.0,125132,nt,1557
1069,Draganesti,366153228.0,0.0,1189352.0,0.0,0.0,0.0,0.0,1602919.0,0.0,133018,ph,4877
1070,Rebra,73717.0,0.0,0.0,0.0,0.0,0.0,71517.0,0.0,0.0,34262,bn,2769
